English.name	Scientific.name	sheet	choice	cellcontent	value
Buckthorn	Rhamnus cathartica L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(SVD)"""	2
Alder buckthorn	Rhamnus frangula L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(SVD)"""	2
Willow - White willow	Salix alba	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(FE)"""	1
Willow - Goat willow	Salix caprea	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Elder	Sambucus nigra L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(SVD)"""	2
Red elder	Sambucus racemosa L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(SVD)"""	2
Whitebeam	Sorbus aria	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(FTA)"""	2
Rowan	Sorbus aucuparia L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(FE)"""	1
Service tree	Sorbus domestica	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(FTA)"""	2
Swedish whitebeam	Sorbus intermedia	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(SVD)"""	2
Wild service tree	Sorbus torminalis	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""- (FE)"""	2
Western red cedar	Thuja plicata  Donn ex D. Don	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""-(FE)"""	2
Lime - Small-leaved lime	Tilia cordata Mill.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(FE)"""	1
Lime - Large-leaved lime	Tilia platyphyllos Scop.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(FE)"""	1
Lime - Common lime	Tilia x europaea L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Elm - Wych elm	Ulmus glabra Huds.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Elm - European white elm	Ulmus laevis Pallas.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Elm - Field elm	Ulmus minor Mill.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Elm spp.	Ulmus spp.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Wayfaring tree	Viburnum lantana	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Guelder rose	Viburnum opulus L.	4_AnimalsWildlife	Resistance.to.damage.from.wild.animals	"""--(SVD)"""	1
Maple - Field maple	Acer campestre L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Maple - Norway maple	Acer platanoides	5_Origin	Native.or.archaeophyte	"""(No) (wijs)"""	2
Maple - Common maple	Acer pseudoplatanus L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs,FE)"""	4
Alder - Italian alder	Alnus cordata	5_Origin	Native.or.archaeophyte	"""No(wijs)"""	1
Birch - Silver birch	Betula pendula Roth.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Birch - Downy birch	Betula pubescens Ehrh.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	5_Origin	Native.or.archaeophyte	"""No (wijs)"""	1
European hornbeam	Carpinus betulus L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Chestnut - Sweet chestnut	Castanea sativa	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Atlas cedar	Cedrus atlantica (Endl.) Carr	5_Origin	Native.or.archaeophyte	"""No (wijs)"""	1
Cornelian cherry	Cornus mas L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Dogwood	Cornus sanguinea  L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Common hazel	Corylus avellana L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, MCNUT)"""	4
Turkish hazel	Corylus colurna	5_Origin	Native.or.archaeophyte	"""No (wijs)"""	1
Hawthorn	Crataegus monogyna, Crataegus laevigata	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Quince	Cydonia oblonga	5_Origin	Native.or.archaeophyte	"""Yes (SVD)"""	4
European spindle	Euonymus europaeus L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
European beech	Fagus sylvatica L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
European ash	Fraxinus excelsior L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Sea buckthorn	Hippophae rhamnoides	5_Origin	Native.or.archaeophyte	"""Yes (BLS, Tuin)"""	4
Holly	Ilex aquifolium L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Walnut - Common walnut	Juglans regia	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Wild apple	Malus sylvestris	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Medlar	Mespilus spp.	5_Origin	Native.or.archaeophyte	"""Yes(SVD)"""	4
Mulberry	Morus spp.	5_Origin	Native.or.archaeophyte	"""Yes(SVD)"""	4
Pine - Scots pine	Pinus sylvestris L.	5_Origin	Native.or.archaeophyte	"""Yes (wijs)"""	4
Poplar - White poplar	Populus alba	5_Origin	Native.or.archaeophyte	"""No (wijs)"""	1
Poplar - Black poplar	Populus nigra L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Poplar - Aspen	Populus tremula L.	5_Origin	Native.or.archaeophyte	"""Yes(FE)"""	4
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	5_Origin	Native.or.archaeophyte	"""Yes(FE)"""	4
Bird cherry	Prunus padus L. 	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Blackthorn	Prunus spinosa L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Wild cherry	Prunus avium	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Bush cherry	Prunus x fruticans	5_Origin	Native.or.archaeophyte	"""Yes(IBB)"""	4
Common pear	Pyrus communis	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Oak - Sessile oak	Quercus petraea Lieblein	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Oak - English oak	Quercus robur L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Black locust	Robinia pseudoacacia	5_Origin	Native.or.archaeophyte	"""No (wijs)"""	1
Buckthorn	Rhamnus cathartica L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Alder buckthorn	Rhamnus frangula L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Willow - White willow	Salix alba	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Willow - Goat willow	Salix caprea	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Elder	Sambucus nigra L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Red elder	Sambucus racemosa L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Rowan	Sorbus aucuparia L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Lime - Small-leaved lime	Tilia cordata Mill.	5_Origin	Native.or.archaeophyte	"""Yes(wijs)"""	4
Lime - Large-leaved lime	Tilia platyphyllos Scop.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Lime - Common lime	Tilia x europaea L.	5_Origin	Native.or.archaeophyte	"""Yes(wijs)"""	4
Elm - Wych elm	Ulmus glabra Huds.	5_Origin	Native.or.archaeophyte	"""Yes (BLS, wijs)"""	4
Elm - European white elm	Ulmus laevis Pallas.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Elm - Field elm	Ulmus minor Mill.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Wayfaring tree	Viburnum lantana	5_Origin	Native.or.archaeophyte	"""Yes(IBB)"""	4
Guelder rose	Viburnum opulus L.	5_Origin	Native.or.archaeophyte	"""Yes (BLS)"""	4
Maple - Norway maple	Acer platanoides	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Chestnut - Horse chestnut	Aesculus hippocastanum	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Alder - Grey alder	Alnus incana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Alder - Italian alder	Alnus cordata	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
Chestnut - Sweet chestnut	Castanea sativa	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (wijs)"""	4
Turkish hazel	Corylus colurna	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Quince	Cydonia oblonga	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Walnut - Black walnut	Juglans nigra	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS), Yes (MCNUT, wijs)"""	4
Walnut - Hybrid walnut	Juglans x intermedia	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes(SVD)"""	4
Tulip tree	Liriodendron tulipifera	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (wijs)"""	4
Medlar	Mespilus spp.	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Pine - Austrian pine	Pinus nigra Arn.	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (wijs)"""	4
Poplar - White poplar	Populus alba	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (SVD)"""	4
Whitebeam	Sorbus aria	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Service tree	Sorbus domestica	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Swedish whitebeam	Sorbus intermedia	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Wild service tree	Sorbus torminalis	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes(SVD)"""	4
Western red cedar	Thuja plicata  Donn ex D. Don	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes(FE)"""	4
Lime - Common lime	Tilia x europaea L.	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Elm spp.	Ulmus spp.	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes(SVD)"""	4
Wayfaring tree	Viburnum lantana	5_Origin	Exotic.but.well.established.or.non-invasive	"""Yes (BLS)"""	4
Maple - Norway maple	Acer platanoides	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Chestnut - Horse chestnut	Aesculus hippocastanum	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Alder - Grey alder	Alnus incana	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Alder - Italian alder	Alnus cordata	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Chestnut - Sweet chestnut	Castanea sativa	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Atlas cedar	Cedrus atlantica (Endl.) Carr	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Turkish hazel	Corylus colurna	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Quince	Cydonia oblonga	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Walnut - Black walnut	Juglans nigra	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Walnut - Hybrid walnut	Juglans x intermedia	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Tulip tree	Liriodendron tulipifera	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Pine - Austrian pine	Pinus nigra Arn.	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Poplar - White poplar	Populus alba	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
Black locust	Robinia pseudoacacia	5_Origin	Risk.of.invasiveness	"""Yes (SVD)"""	4
Whitebeam	Sorbus aria	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Service tree	Sorbus domestica	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Swedish whitebeam	Sorbus intermedia	5_Origin	Risk.of.invasiveness	"""(Yes) (SVD)"""	3
Wild service tree	Sorbus torminalis	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Western red cedar	Thuja plicata  Donn ex D. Don	5_Origin	Risk.of.invasiveness	"""No (SVD)"""	1
Maple - Field maple	Acer campestre L.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Maple - Norway maple	Acer platanoides	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Maple - Common maple	Acer pseudoplatanus L.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Chestnut - Horse chestnut	Aesculus hippocastanum	6_Objectives	Growth.speed	"""+- (wijs)"""	4
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Alder - Grey alder	Alnus incana	6_Objectives	Growth.speed	"""++ (FTA)"""	7
Alder - Italian alder	Alnus cordata	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Birch - Silver birch	Betula pendula Roth.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Birch - Downy birch	Betula pubescens Ehrh.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
European hornbeam	Carpinus betulus L.	6_Objectives	Growth.speed	"""- (wijs)"""	2
Chestnut - Sweet chestnut	Castanea sativa	6_Objectives	Growth.speed	"""(+) (FE)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	6_Objectives	Growth.speed	"""+ (wijs)"""	6
Cornelian cherry	Cornus mas L.	6_Objectives	Growth.speed	"""- (wijs)"""	2
Dogwood	Cornus sanguinea  L.	6_Objectives	Growth.speed	"""- (FTA)"""	2
Common hazel	Corylus avellana L.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Turkish hazel	Corylus colurna	6_Objectives	Growth.speed	"""- (SVD)"""	2
Hawthorn	Crataegus monogyna, Crataegus laevigata	6_Objectives	Growth.speed	"""+(SVD)"""	6
Quince	Cydonia oblonga	6_Objectives	Growth.speed	"""- (wijs)"""	2
European spindle	Euonymus europaeus L.	6_Objectives	Growth.speed	"""(+) SVD"""	7
European beech	Fagus sylvatica L.	6_Objectives	Growth.speed	"""- (wijs)"""	2
European ash	Fraxinus excelsior L.	6_Objectives	Growth.speed	"""++ (SVD)"""	7
Sea buckthorn	Hippophae rhamnoides	6_Objectives	Growth.speed	"""+ (14)"""	6
Holly	Ilex aquifolium L.	6_Objectives	Growth.speed	"""-(FTA)"""	2
Walnut - Black walnut	Juglans nigra	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Walnut - Common walnut	Juglans regia	6_Objectives	Growth.speed	"""+(FE)"""	6
Walnut - Hybrid walnut	Juglans x intermedia	6_Objectives	Growth.speed	"""++ (FE)"""	7
Tulip tree	Liriodendron tulipifera	6_Objectives	Growth.speed	"""++(FE)"""	7
Wild apple	Malus sylvestris	6_Objectives	Growth.speed	"""+- (wijs)"""	4
Medlar	Mespilus spp.	6_Objectives	Growth.speed	"""- (wijs)"""	2
Mulberry	Morus spp.	6_Objectives	Growth.speed	"""+- (wijs)"""	4
Pine - Scots pine	Pinus sylvestris L.	6_Objectives	Growth.speed	"""+- (wijs)"""	4
Pine - Austrian pine	Pinus nigra Arn.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Poplar - White poplar	Populus alba	6_Objectives	Growth.speed	"""++(FTA)"""	7
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	6_Objectives	Growth.speed	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	6_Objectives	Growth.speed	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	6_Objectives	Growth.speed	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	6_Objectives	Growth.speed	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	6_Objectives	Growth.speed	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	6_Objectives	Growth.speed	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	6_Objectives	Growth.speed	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	6_Objectives	Growth.speed	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	6_Objectives	Growth.speed	"""(+) (SVD)"""	7
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	6_Objectives	Growth.speed	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	6_Objectives	Growth.speed	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	6_Objectives	Growth.speed	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	6_Objectives	Growth.speed	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	6_Objectives	Growth.speed	"""+ (SVD)"""	6
Poplar - Black poplar	Populus nigra L.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Poplar - Aspen	Populus tremula L.	6_Objectives	Growth.speed	"""++(FE)"""	7
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Bird cherry	Prunus padus L. 	6_Objectives	Growth.speed	"""+- (wijs)"""	4
Blackthorn	Prunus spinosa L.	6_Objectives	Growth.speed	"""+(IBB)"""	6
Wild cherry	Prunus avium	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Bush cherry	Prunus x fruticans	6_Objectives	Growth.speed	"""+(IBB)"""	6
Common pear	Pyrus communis	6_Objectives	Growth.speed	"""-(SVD)"""	2
Oak - Sessile oak	Quercus petraea Lieblein	6_Objectives	Growth.speed	"""(+)(FE)"""	7
Oak - English oak	Quercus robur L.	6_Objectives	Growth.speed	"""+(FE)"""	6
Black locust	Robinia pseudoacacia	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Buckthorn	Rhamnus cathartica L.	6_Objectives	Growth.speed	"""(+) (SVD)"""	7
Alder buckthorn	Rhamnus frangula L.	6_Objectives	Growth.speed	"""(+) (SVD)"""	7
Willow - White willow	Salix alba	6_Objectives	Growth.speed	"""++ (wijs)"""	7
Willow - Goat willow	Salix caprea	6_Objectives	Growth.speed	"""++(SVD)"""	7
Elder	Sambucus nigra L.	6_Objectives	Growth.speed	"""++(SVD)"""	7
Red elder	Sambucus racemosa L.	6_Objectives	Growth.speed	"""++(SVD)"""	7
Whitebeam	Sorbus aria	6_Objectives	Growth.speed	"""-(FTA)"""	2
Rowan	Sorbus aucuparia L.	6_Objectives	Growth.speed	"""+(FE)"""	6
Service tree	Sorbus domestica	6_Objectives	Growth.speed	"""(+)(FTA)"""	7
Swedish whitebeam	Sorbus intermedia	6_Objectives	Growth.speed	"""-(SVD)"""	2
Wild service tree	Sorbus torminalis	6_Objectives	Growth.speed	"""-(SVD)"""	2
Western red cedar	Thuja plicata  Donn ex D. Don	6_Objectives	Growth.speed	"""+(FE)"""	6
Lime - Small-leaved lime	Tilia cordata Mill.	6_Objectives	Growth.speed	"""(-)(FE)"""	3
Lime - Large-leaved lime	Tilia platyphyllos Scop.	6_Objectives	Growth.speed	"""+(FE)"""	6
Lime - Common lime	Tilia x europaea L.	6_Objectives	Growth.speed	"""+(SVD)"""	6
Elm - Wych elm	Ulmus glabra Huds.	6_Objectives	Growth.speed	"""+(FTA)"""	6
Elm - European white elm	Ulmus laevis Pallas.	6_Objectives	Growth.speed	"""+(FTA)"""	6
Elm - Field elm	Ulmus minor Mill.	6_Objectives	Growth.speed	"""++(FTA)"""	7
Elm spp.	Ulmus spp.	6_Objectives	Growth.speed	"""++(FTA)"""	7
Wayfaring tree	Viburnum lantana	6_Objectives	Growth.speed	"""(-)(SVD)"""	3
Guelder rose	Viburnum opulus L.	6_Objectives	Growth.speed	"""(-)(SVD)"""	3
Maple - Field maple	Acer campestre L.	6_Objectives	Potential.for.high.quality.wood	"""- (FE)"""	2
Maple - Norway maple	Acer platanoides	6_Objectives	Potential.for.high.quality.wood	"""+ (FE)"""	6
Maple - Common maple	Acer pseudoplatanus L.	6_Objectives	Potential.for.high.quality.wood	"""++ (SVD)"""	7
Chestnut - Horse chestnut	Aesculus hippocastanum	6_Objectives	Potential.for.high.quality.wood	"""- (BLS)"""	2
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	6_Objectives	Potential.for.high.quality.wood	"""+ (FE)"""	6
Alder - Grey alder	Alnus incana	6_Objectives	Potential.for.high.quality.wood	"""- (FTA)"""	2
Alder - Italian alder	Alnus cordata	6_Objectives	Potential.for.high.quality.wood	"""(+) (FTA)"""	7
Birch - Silver birch	Betula pendula Roth.	6_Objectives	Potential.for.high.quality.wood	"""+ (FE)"""	6
Birch - Downy birch	Betula pubescens Ehrh.	6_Objectives	Potential.for.high.quality.wood	"""+ (FE)"""	6
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	6_Objectives	Potential.for.high.quality.wood	"""++ (MCNUT)"""	7
European hornbeam	Carpinus betulus L.	6_Objectives	Potential.for.high.quality.wood	"""(+) (FE,wijs)"""	7
Chestnut - Sweet chestnut	Castanea sativa	6_Objectives	Potential.for.high.quality.wood	"""++ (MCFG,MCNUT,wijs,FE)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	6_Objectives	Potential.for.high.quality.wood	"""++ (wijs)"""	7
Cornelian cherry	Cornus mas L.	6_Objectives	Potential.for.high.quality.wood	"""--(SVD)"""	1
Dogwood	Cornus sanguinea  L.	6_Objectives	Potential.for.high.quality.wood	"""--(SVD)"""	1
Common hazel	Corylus avellana L.	6_Objectives	Potential.for.high.quality.wood	"""--(SVD)"""	1
Turkish hazel	Corylus colurna	6_Objectives	Potential.for.high.quality.wood	"""(+) (SVD)"""	7
Hawthorn	Crataegus monogyna, Crataegus laevigata	6_Objectives	Potential.for.high.quality.wood	"""-(SVD)"""	2
Quince	Cydonia oblonga	6_Objectives	Potential.for.high.quality.wood	"""-(SVD)"""	2
European spindle	Euonymus europaeus L.	6_Objectives	Potential.for.high.quality.wood	"""--(SVD)"""	1
European beech	Fagus sylvatica L.	6_Objectives	Potential.for.high.quality.wood	"""++ (FE)"""	7
European ash	Fraxinus excelsior L.	6_Objectives	Potential.for.high.quality.wood	"""++ (wijs)"""	7
Sea buckthorn	Hippophae rhamnoides	6_Objectives	Potential.for.high.quality.wood	"""--(SVD)"""	1
Holly	Ilex aquifolium L.	6_Objectives	Potential.for.high.quality.wood	"""(+)(SVD)"""	7
Walnut - Black walnut	Juglans nigra	6_Objectives	Potential.for.high.quality.wood	"""++ (wijs)"""	7
Walnut - Common walnut	Juglans regia	6_Objectives	Potential.for.high.quality.wood	"""++ (Wal), ++ (MCNUT, wijs)"""	7
Walnut - Hybrid walnut	Juglans x intermedia	6_Objectives	Potential.for.high.quality.wood	"""++(FE)"""	7
Tulip tree	Liriodendron tulipifera	6_Objectives	Potential.for.high.quality.wood	"""++(FE)"""	7
